1,0.7936687394,0.8035101106,0.999930837,0.6579194002,9,2
3,0.8057527763,0.8740126382,0.9999108045,0.674695122,9,2
1,0.7320675105,0.8613475177,0.9998346011,0.5773710483,9,2
3,0.7529137529,0.8849315068,0.9998378189,0.6037383178,9,2
1,0.6873736446,0.8151700087,0.9998477281,0.5236628395,9,2
3,0.7218018018,0.9063348416,0.9998405752,0.5647025655,9,2
1,0.06680584551,0.6956521739,0.9996852823,0.03455723542,9,3
3,0.03168316832,0.7547169811,0.9997100812,0.01609657948,9,3
1,0.6927772126,0.9277929155,0.9998686084,0.5299610895,9,3
3,0.6757763975,0.9431345354,0.999854182,0.5103189493,9,3
1,0.710550887,0.8747126437,0.9998171953,0.5510499638,9,3
3,0.7496251874,0.9170946442,0.9998278058,0.5995203837,9,3
1,0.7944237188,0.8404653095,0.9999209416,0.6589576547,9,3
3,0.7890113997,0.8832635983,0.9998986432,0.6515432099,9,3
1,0.1836809367,0.8869257951,0.9997378499,0.1011281225,9,3
3,0.2354251764,0.8475935829,0.9997613324,0.1334175084,9,3
1,0.6729294479,0.8482358627,0.9998340197,0.5070788789,9,3
3,0.7071191442,0.9207492795,0.9998303231,0.5469329529,9,3
1,0.6578178922,0.9508825787,0.9998539459,0.4901107595,9,5
3,0.6214659686,0.9595796281,0.9998335593,0.4508165591,9,5
1,0.7104369482,0.9372759857,0.9998600204,0.5509129213,9,5
3,0.6769383698,0.8913612565,0.999864792,0.5116453794,9,5
1,0.7015610652,0.9473031618,0.9998551329,0.540311174,9,6
3,0.6741405082,0.8913043478,0.9998637191,0.5084554679,9,6
1,0.680402716,0.9509162304,0.999846192,0.5156139106,9,7
3,0.6494897959,0.8939606742,0.9998541823,0.4809217983,9,7
1,0.5936333699,0.9602272727,0.9997859834,0.4221042772,9,7
3,0.6227569331,0.976342711,0.9997838333,0.452176488,9,7
1,0.7640492687,0.7908366534,0.9999164093,0.6181874805,9,2
3,0.8025823989,0.8075213675,0.9999285687,0.670261067,9,2
1,0.713348697,0.84360587,0.9998516615,0.554422706,9,2
3,0.7165679411,0.8400673401,0.9998570276,0.5583216783,9,2
1,0.819763396,0.769431744,0.9999606466,0.6945754717,9,3
3,0.807955657,0.780964387,0.9999424001,0.6777899344,9,3
1,0.009905894007,0.01203369434,0.9997190873,0.004977600796,9,3
1,0.7095125068,0.8748311571,0.9998434368,0.5498019242,9,3
3,0.7192463982,0.8774222623,0.9998511874,0.5615806172,9,3
1,0.7513078471,0.8174255692,0.999902341,0.6016757976,9,4
3,0.7956052283,0.9059534081,0.9998973324,0.6605850897,9,4
1,0.0006224712107,0.00119474313,0.9997168497,0.0003113325031,9,4
1,0.008043875686,1,0.9996765848,0.004038179148,9,5
3,0.003718854593,0.8333333333,0.9996807573,0.001862891207,9,5
1,0.7292672225,0.8812301166,0.9998795715,0.5738950276,9,5
3,0.7329401853,0.9172377438,0.9998675285,0.5784574468,9,5
1,0.0006884681583,0.001890359168,0.9997168601,0.0003443526171,9,5
1,0.7902271426,0.8108108108,0.9999265447,0.6532029031,9,5
3,0.8098995696,0.8634799235,0.9999161697,0.68053044,9,5
1,0.7313930238,0.8999453253,0.9998776646,0.5765323993,9,6
3,0.7302815388,0.9428412875,0.9998626414,0.5751523358,9,6
1,0.7325428195,0.8929336188,0.9998786179,0.577962578,9,6
3,0.6323826634,0.9436997319,0.999814835,0.4623973727,9,6
1,0.6658762153,0.9525101764,0.9998403507,0.4991112691,9,7
3,0.6048960253,0.8818112049,0.9998394001,0.4335849057,9,7
1,0.7150837989,0.8943543879,0.9998705111,0.5565217391,9,7
3,0.6110603291,0.9448763251,0.9998063715,0.4399473511,9,7
1,0.743313201,0.8772912424,0.9998868439,0.5914864401,9,7
3,0.7519539284,0.9090004973,0.9998780197,0.602504944,9,7
1,0.723843736,0.9117647059,0.9998719422,0.5672061928,9,8
3,0.6185802328,0.9542253521,0.9998085175,0.4477858559,9,8
